matchid,teamid,0_1,0_2,0_3,0_4,1_2,1_3,1_4,2_3,2_4,3_4,cs_00,cs_01,cs_02,cs_03,cs_04,cs_05,cs_06,cs_07,cs_08,cs_09,total_cs,gameDuration,win,total_death,total_kills,total_obj,delta_cs
NA1_3886522804,0,1,1,1,1,1,1,1,1,1,498,498,1,1,1,1,1,1,1,1,1,507,1212549,False,28,10,6,-14
NA1_3886522804,1,1,240,1,1,1,273,1,1,1,1,273,240,1,1,1,1,1,1,1,1,521,1212549,True,10,28,6,14
NA1_3784535754,0,1,7,1,10,1,2,1,1,11,1,11,10,7,2,1,1,1,1,1,1,36,1557108,True,19,20,6,-467
NA1_3784535754,1,1,1,1,1,91,1,128,1,277,1,277,128,91,1,1,1,1,1,1,1,503,1557108,False,20,19,6,467
NA1_3885767062,0,25,62,17,2,61,28,36,44,10,3,62,61,44,36,28,25,17,10,3,2,288,1808123,True,7,24,6,-1089
NA1_3885767062,1,128,127,218,89,156,144,153,131,118,113,218,156,153,144,131,128,127,118,113,89,1377,1808123,False,24,7,6,1089
NA1_3885741370,0,27,1,1,1,1,1,1,1,95,1,95,27,1,1,1,1,1,1,1,1,130,1543154,False,23,18,6,-70
NA1_3885741370,1,1,156,1,1,1,1,1,1,1,36,156,36,1,1,1,1,1,1,1,1,200,1543154,True,18,23,6,70
NA1_3885611915,0,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,11,2473497,True,44,51,6,-198
NA1_3885611915,1,97,1,1,1,1,1,1,1,1,104,104,97,1,1,1,1,1,1,1,1,209,2473497,False,51,44,6,198
NA1_3885139975,0,1,1,1,1,1,273,1,1,17,1,273,17,1,1,1,1,1,1,1,1,298,2452038,True,47,40,6,-42
NA1_3885139975,1,4,56,65,44,2,2,3,99,27,38,99,65,56,44,38,27,4,3,2,2,340,2452038,False,41,46,6,42
NA1_3885060003,0,1,1,201,237,155,1,1,1,1,144,237,201,155,144,1,1,1,1,1,1,743,1828509,True,38,40,6,435
NA1_3885060003,1,1,299,1,1,1,1,1,1,1,1,299,1,1,1,1,1,1,1,1,1,308,1828509,False,40,37,6,-435
NA1_3884975646,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1764401,True,13,27,6,-140
NA1_3884975646,1,42,1,1,1,1,1,1,1,100,1,100,42,1,1,1,1,1,1,1,1,150,1764401,False,27,13,6,140
NA1_3884961836,0,1,56,39,1,1,1,1,93,1,1,93,56,39,1,1,1,1,1,1,1,195,1478283,False,29,17,6,140
NA1_3884961836,1,1,1,1,1,1,1,1,1,1,46,46,1,1,1,1,1,1,1,1,1,55,1478283,True,17,27,6,-140
NA1_3884817341,0,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,11,2882583,True,45,45,6,-114
NA1_3884817341,1,1,1,1,1,2,16,2,2,2,97,97,16,2,2,2,2,1,1,1,1,125,2882583,False,45,45,6,114
NA1_3884864025,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1219694,False,23,8,6,-115
NA1_3884864025,1,1,2,16,2,1,1,1,2,2,97,97,16,2,2,2,2,1,1,1,1,125,1219694,True,8,23,6,115
NA1_3891393843,0,29,19,5,14,144,22,129,20,67,15,144,129,67,29,22,20,19,15,14,5,464,1658041,True,19,30,6,403
NA1_3891393843,1,1,1,1,1,30,1,1,1,1,23,30,23,1,1,1,1,1,1,1,1,61,1658041,False,30,19,6,-403
NA1_3891358712,0,29,144,22,129,19,5,14,20,67,15,144,129,67,29,22,20,19,15,14,5,464,919537,False,11,3,6,299
NA1_3891358712,1,1,59,1,1,1,1,1,1,1,98,98,59,1,1,1,1,1,1,1,1,165,919537,True,3,11,6,-299
NA1_3891353664,0,110,174,69,2,28,13,2,34,2,1,174,110,69,34,28,13,2,2,2,1,435,1117698,True,7,14,6,-29
NA1_3891353664,1,67,19,20,144,14,15,129,5,29,22,144,129,67,29,22,20,19,15,14,5,464,1117698,False,14,7,6,29
NA1_3891364342,0,1,396,1,1,1,1,1,1,1,217,396,217,1,1,1,1,1,1,1,1,621,2201199,False,63,42,6,-178
NA1_3891364342,1,145,197,161,1,59,135,1,98,1,1,197,161,145,135,98,59,1,1,1,1,799,2201199,True,42,63,6,178
NA1_3891257913,0,1,1,59,197,83,1,1,1,1,145,197,145,83,59,1,1,1,1,1,1,490,1714569,True,27,47,6,25
NA1_3891257913,1,1,30,1,1,1,9,28,1,1,392,392,30,28,9,1,1,1,1,1,1,465,1714569,False,47,27,6,-25
NA1_3891520733,0,1,1,1,1,36,42,34,41,32,33,42,41,36,34,33,32,1,1,1,1,222,759758,False,11,9,6,150
NA1_3891520733,1,1,5,30,3,1,1,1,5,13,12,30,13,12,5,5,3,1,1,1,1,72,759758,True,9,11,6,-150
NA1_3880326692,0,,,,,,,,,,,,,,,,,,,,,0,1096348,False,43,46,6,0
NA1_3880326692,1,,,,,,,,,,,,,,,,,,,,,0,1096348,True,46,43,6,0
NA1_3864663619,0,,,,,,,,,,,,,,,,,,,,,0,1168146,False,48,38,6,0
NA1_3864663619,1,,,,,,,,,,,,,,,,,,,,,0,1168146,True,38,48,6,0
NA1_3847425589,0,,,,,,,,,,,,,,,,,,,,,0,1012181,True,40,29,6,0
NA1_3847425589,1,,,,,,,,,,,,,,,,,,,,,0,1012181,False,30,39,6,0
NA1_3844029748,0,,,,,,,,,,,,,,,,,,,,,0,754656,True,23,30,6,0
NA1_3844029748,1,,,,,,,,,,,,,,,,,,,,,0,754656,False,31,22,6,0
NA1_3826854306,0,,,,,,,,,,,,,,,,,,,,,0,967578,True,26,44,6,0
NA1_3826854306,1,,,,,,,,,,,,,,,,,,,,,0,967578,False,44,26,6,0
NA1_3800681991,0,,,,,,,,,,,,,,,,,,,,,0,1387766,False,59,50,6,0
NA1_3800681991,1,,,,,,,,,,,,,,,,,,,,,0,1387766,True,50,59,6,0
NA1_3787254279,0,,,,,,,,,,,,,,,,,,,,,0,1275629,True,13,38,6,0
NA1_3787254279,1,,,,,,,,,,,,,,,,,,,,,0,1275629,False,38,13,6,0
NA1_3785088554,0,,,,,,,,,,,,,,,,,,,,,0,1615397,True,16,20,6,0
NA1_3785088554,1,,,,,,,,,,,,,,,,,,,,,0,1615397,False,20,16,6,0
NA1_3775377864,0,,,,,,,,,,,,,,,,,,,,,0,2039941,False,30,21,6,0
NA1_3775377864,1,,,,,,,,,,,,,,,,,,,,,0,2039941,True,21,30,6,0
NA1_3773448828,0,,,,,,,,,,,,,,,,,,,,,0,2281140,False,41,29,6,0
NA1_3773448828,1,,,,,,,,,,,,,,,,,,,,,0,2281140,True,29,41,6,0
NA1_3773457578,0,,,,,,,,,,,,,,,,,,,,,0,203894,False,0,0,6,0
NA1_3773457578,1,,,,,,,,,,,,,,,,,,,,,0,203894,True,0,0,6,0
NA1_3772885671,0,,,,,,,,,,,,,,,,,,,,,0,894296,True,4,9,6,0
NA1_3772885671,1,,,,,,,,,,,,,,,,,,,,,0,894296,False,9,4,6,0
NA1_3755678606,0,,,,,,,,,,,,,,,,,,,,,0,1163176,False,41,33,6,0
NA1_3755678606,1,,,,,,,,,,,,,,,,,,,,,0,1163176,True,33,41,6,0
NA1_3750117797,0,,,,,,,,,,,,,,,,,,,,,0,1265599,True,37,56,6,0
NA1_3750117797,1,,,,,,,,,,,,,,,,,,,,,0,1265599,False,56,37,6,0
NA1_3750134597,0,,,,,,,,,,,,,,,,,,,,,0,1045307,False,41,25,6,0
NA1_3750134597,1,,,,,,,,,,,,,,,,,,,,,0,1045307,True,26,41,6,0
NA1_3748733195,0,,,,,,,,,,,,,,,,,,,,,0,551837,True,22,40,6,0
NA1_3748733195,1,,,,,,,,,,,,,,,,,,,,,0,551837,False,40,22,6,0
NA1_3744218997,0,,,,,,,,,,,,,,,,,,,,,0,1444013,True,61,54,6,0
NA1_3744218997,1,,,,,,,,,,,,,,,,,,,,,0,1444013,False,54,61,6,0
NA1_3739265803,0,,,,,,,,,,,,,,,,,,,,,0,1141339,True,33,53,6,0
NA1_3739265803,1,,,,,,,,,,,,,,,,,,,,,0,1141339,False,53,33,6,0
NA1_3736429465,0,,,,,,,,,,,,,,,,,,,,,0,1355807,True,9,22,6,0
NA1_3736429465,1,,,,,,,,,,,,,,,,,,,,,0,1355807,False,22,9,6,0
NA1_3734044072,0,,,,,,,,,,,,,,,,,,,,,0,1264799,True,34,46,6,0
NA1_3734044072,1,,,,,,,,,,,,,,,,,,,,,0,1264799,False,46,34,6,0
NA1_3731513080,0,,,,,,,,,,,,,,,,,,,,,0,907343,True,25,41,6,0
NA1_3731513080,1,,,,,,,,,,,,,,,,,,,,,0,907343,False,41,25,6,0
NA1_3731461426,0,,,,,,,,,,,,,,,,,,,,,0,1364306,False,45,48,6,0
NA1_3731461426,1,,,,,,,,,,,,,,,,,,,,,0,1364306,True,48,45,6,0
NA1_3729129837,0,,,,,,,,,,,,,,,,,,,,,0,936562,True,32,41,6,0
NA1_3729129837,1,,,,,,,,,,,,,,,,,,,,,0,936562,False,41,32,6,0
NA1_3729074952,0,,,,,,,,,,,,,,,,,,,,,0,1328656,False,52,37,6,0
NA1_3729074952,1,,,,,,,,,,,,,,,,,,,,,0,1328656,True,37,52,6,0
NA1_3726815567,0,,,,,,,,,,,,,,,,,,,,,0,1509524,False,58,46,6,0
NA1_3726815567,1,,,,,,,,,,,,,,,,,,,,,0,1509524,True,46,58,6,0
NA1_3724203668,0,,,,,,,,,,,,,,,,,,,,,0,801584,False,34,27,6,0
NA1_3724203668,1,,,,,,,,,,,,,,,,,,,,,0,801584,True,27,34,6,0
NA1_3721487301,0,,,,,,,,,,,,,,,,,,,,,0,955071,False,49,37,6,0
NA1_3721487301,1,,,,,,,,,,,,,,,,,,,,,0,955071,True,37,49,6,0
NA1_3720372141,0,,,,,,,,,,,,,,,,,,,,,0,831651,True,20,24,6,0
NA1_3720372141,1,,,,,,,,,,,,,,,,,,,,,0,831651,False,24,20,6,0
NA1_3719383566,0,,,,,,,,,,,,,,,,,,,,,0,1038784,True,32,45,6,0
NA1_3719383566,1,,,,,,,,,,,,,,,,,,,,,0,1038784,False,45,30,6,0
NA1_3713116812,0,,,,,,,,,,,,,,,,,,,,,0,1459625,True,52,69,6,0
NA1_3713116812,1,,,,,,,,,,,,,,,,,,,,,0,1459625,False,70,52,6,0
NA1_3710741703,0,,,,,,,,,,,,,,,,,,,,,0,1618736,False,72,64,6,0
NA1_3710741703,1,,,,,,,,,,,,,,,,,,,,,0,1618736,True,64,72,6,0
NA1_3706978565,0,,,,,,,,,,,,,,,,,,,,,0,1103582,False,40,30,6,0
NA1_3706978565,1,,,,,,,,,,,,,,,,,,,,,0,1103582,True,30,40,6,0
NA1_3705652041,0,,,,,,,,,,,,,,,,,,,,,0,1113204,False,35,28,6,0
NA1_3705652041,1,,,,,,,,,,,,,,,,,,,,,0,1113204,True,28,35,6,0
NA1_3891473178,0,,,,,,,,,,,,,,,,,,,,,0,1488826,False,30,18,6,0
NA1_3891473178,1,,,,,,,,,,,,,,,,,,,,,0,1488826,True,19,30,6,0
NA1_3891464031,0,,,,,,,,,,,,,,,,,,,,,0,694810,False,31,19,6,0
NA1_3891464031,1,,,,,,,,,,,,,,,,,,,,,0,694810,True,20,31,6,0
NA1_3891376129,0,,,,,,,,,,,,,,,,,,,,,0,1332316,False,53,43,6,0
NA1_3891376129,1,,,,,,,,,,,,,,,,,,,,,0,1332316,True,43,52,6,0
NA1_3891323545,0,,,,,,,,,,,,,,,,,,,,,0,953951,False,42,32,6,0
NA1_3891323545,1,,,,,,,,,,,,,,,,,,,,,0,953951,True,32,42,6,0
NA1_3885230003,0,,,,,,,,,,,,,,,,,,,,,0,1379020,False,44,50,6,0
NA1_3885230003,1,,,,,,,,,,,,,,,,,,,,,0,1379020,True,51,44,6,0
NA1_3885165686,0,,,,,,,,,,,,,,,,,,,,,0,1152515,False,52,38,6,0
NA1_3885165686,1,,,,,,,,,,,,,,,,,,,,,0,1152515,True,38,51,6,0
NA1_3883945031,0,,,,,,,,,,,,,,,,,,,,,0,1176804,True,44,52,6,0
NA1_3883945031,1,,,,,,,,,,,,,,,,,,,,,0,1176804,False,52,43,6,0
NA1_3883942214,0,,,,,,,,,,,,,,,,,,,,,0,785832,False,41,18,6,0
NA1_3883942214,1,,,,,,,,,,,,,,,,,,,,,0,785832,True,18,41,6,0
NA1_3883507272,0,,,,,,,,,,,,,,,,,,,,,0,816428,True,21,20,6,0
NA1_3883507272,1,,,,,,,,,,,,,,,,,,,,,0,816428,False,20,21,6,0
NA1_3883476155,0,,,,,,,,,,,,,,,,,,,,,0,1748539,True,71,73,6,0
NA1_3883476155,1,,,,,,,,,,,,,,,,,,,,,0,1748539,False,73,71,6,0
NA1_3882563027,0,,,,,,,,,,,,,,,,,,,,,0,1539776,False,57,32,6,0
NA1_3882563027,1,,,,,,,,,,,,,,,,,,,,,0,1539776,True,32,57,6,0
NA1_3882522495,0,,,,,,,,,,,,,,,,,,,,,0,641518,False,26,11,6,0
NA1_3882522495,1,,,,,,,,,,,,,,,,,,,,,0,641518,True,11,26,6,0
NA1_3882204266,0,,,,,,,,,,,,,,,,,,,,,0,1313366,True,46,63,6,0
NA1_3882204266,1,,,,,,,,,,,,,,,,,,,,,0,1313366,False,63,46,6,0
NA1_3881713547,0,,,,,,,,,,,,,,,,,,,,,0,1362163,True,49,62,6,0
NA1_3881713547,1,,,,,,,,,,,,,,,,,,,,,0,1362163,False,62,49,6,0
NA1_3880703602,0,,,,,,,,,,,,,,,,,,,,,0,1115986,False,37,32,6,0
NA1_3880703602,1,,,,,,,,,,,,,,,,,,,,,0,1115986,True,32,37,6,0
NA1_3880002943,0,,,,,,,,,,,,,,,,,,,,,0,1206147,False,53,37,6,0
NA1_3880002943,1,,,,,,,,,,,,,,,,,,,,,0,1206147,True,37,53,6,0
NA1_3878803621,0,,,,,,,,,,,,,,,,,,,,,0,809162,True,24,33,6,0
NA1_3878803621,1,,,,,,,,,,,,,,,,,,,,,0,809162,False,33,24,6,0
NA1_3878780864,0,,,,,,,,,,,,,,,,,,,,,0,920604,False,42,34,6,0
NA1_3878780864,1,,,,,,,,,,,,,,,,,,,,,0,920604,True,35,42,6,0
NA1_3878541881,0,,,,,,,,,,,,,,,,,,,,,0,947942,False,51,31,6,0
NA1_3878541881,1,,,,,,,,,,,,,,,,,,,,,0,947942,True,31,51,6,0
NA1_3877199620,0,,,,,,,,,,,,,,,,,,,,,0,902602,False,49,36,6,0
NA1_3877199620,1,,,,,,,,,,,,,,,,,,,,,0,902602,True,36,49,6,0
NA1_3876017173,0,,,,,,,,,,,,,,,,,,,,,0,1104711,True,47,60,6,0
NA1_3876017173,1,,,,,,,,,,,,,,,,,,,,,0,1104711,False,60,47,6,0
NA1_3875994745,0,,,,,,,,,,,,,,,,,,,,,0,1190055,False,49,40,6,0
NA1_3875994745,1,,,,,,,,,,,,,,,,,,,,,0,1190055,True,40,49,6,0
NA1_3876022093,0,,,,,,,,,,,,,,,,,,,,,0,1004143,True,32,38,6,0
NA1_3876022093,1,,,,,,,,,,,,,,,,,,,,,0,1004143,False,38,32,6,0
NA1_3875399605,0,,,,,,,,,,,,,,,,,,,,,0,1029256,False,53,39,6,0
NA1_3875399605,1,,,,,,,,,,,,,,,,,,,,,0,1029256,True,39,53,6,0
NA1_3875415812,0,,,,,,,,,,,,,,,,,,,,,0,1165846,False,45,32,6,0
NA1_3875415812,1,,,,,,,,,,,,,,,,,,,,,0,1165846,True,32,45,6,0
NA1_3874971216,0,,,,,,,,,,,,,,,,,,,,,0,1322768,True,45,54,6,0
NA1_3874971216,1,,,,,,,,,,,,,,,,,,,,,0,1322768,False,54,45,6,0
